item_id,capture_state,import_batch,source_file,source_sheet,source_row_id,composer,composer_source,conductor,conductor_source,musicians,musicians_source,title,title_source,label_raw,label_raw_source,catno_raw,catno_raw_source,year_recorded,year_recorded_source,year_released,year_released_source,format,format_source,track_listing,track_listing_source,discogs_id,discogs_id_source,ai_rating,ai_rating_source,ai_rating_confidence,ai_rating_confidence_source,ai_track_listing,ai_track_listing_source,ai_track_listing_confidence,ai_track_listing_confidence_source,ai_remarks,ai_remarks_source,ai_critical_notes,ai_critical_notes_source,ai_sources,ai_sources_source,qualifier_raw,combined_raw,split_outcome,split_reason,discogs_url,discogs_found,discogs_confidence_legacy,discogs_score_legacy,confirmed,decision_eligible
DG-0024,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,24,Antonín Dvořák; Johannes Brahms,legacy,George Szell,legacy,Mstislav Rostropovich (Cello); The Cleveland Orchestra (Orchestra); Peter Andry (Producer); Carson Taylor (Recorded By); David Oistrach (Violin); David Oistrach; Mstislav Rostropovich; George Szell,discogs,Brahms Double Concerto - Dvořák Slavonic Dances Nos. 3 & 10,legacy,His Master's Voice,discogs,ASD 3312,legacy,,,1976,legacy,Stereo,legacy,"Brahms Double Concerto In A Minor, Op. 102
A1 First Movement: Allegro
A2 Second Movement: Andante
B1 Third Movement: Vivace Non Troppo
Dvořák
B2 Slavonic Dance No.10 In E Minor, Op.72 No.2
B3 Slavonic Danve No.3 In A Flat Major, Op.46 No.3",discogs,13506717,discogs,,,,,,,,,,,,,,,,His Master's Voice ASD 3312,split,already-separate-in-source,https://www.discogs.com/release/13506717,yes,Exact,128,no,no
DG-0025,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,25,Joaquín Rodrigo; Mario Castelnuovo-Tedesco,legacy,Eugene Ormandy,legacy,Nick Marchant (Art Direction); Roslav Szaybo (Art Direction); John Williams (7) (Guitar); The Philadelphia Orchestra (Orchestra); John Williams (7); The Philadelphia Orchestra; Eugene Ormandy,discogs,Rodrigo: Concierto De Aranjuez / Castelnuovo-Tedesco Guitar Concerto No.1,legacy,St Michael,discogs,2094/2003,legacy,1966,legacy,1978,legacy,Stereo,legacy,"Concerto De Aranjuez For Guitar & Orchestra
Concerto In D For Guitar & Orchestra, Op. 99",discogs,3437063,discogs,,,,,,,,,,,,,,,,St Michael 2094/2003,split,already-separate-in-source,https://www.discogs.com/release/3437063,yes,Fallback,8,no,no
DG-0026,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,26,Gustav Holst; Benjamin Britten,legacy,Colin Davis,legacy,Gustav Holst; Benjamin Britten; Sir Colin Davis; Bernard Haitink,discogs,"Os Planetas / Interlúdios Do Mar, Da Ópera Peter Grimes",legacy,Philips,discogs,6851125,legacy,1970,legacy,1981,legacy,Stereo,legacy,"Os Planetas
Interlúdios Do Mar, Da Ópera Peter Grimes, Op 33-a",discogs,15012141,discogs,,,,,,,,,,,,,,,,Philips 6851125,split,already-separate-in-source,https://www.discogs.com/release/15012141,yes,Exact,128,no,no
DG-0027,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,27,Georges Bizet; Hector Berlioz; Léo Delibes,legacy,Sir Thomas Beecham,legacy,The Beecham Choral Society (Chorus); Denis Vaughan (Chorus Master); Geoffrey Crankshaw (Liner Notes); Orchestre National De France (Orchestra); Royal Philharmonic Orchestra (Orchestra); Sir Thomas Beecham; Georges Bizet; Hector Berlioz; Léo Delibes; Orchestre National De France; Royal Philharmonic Orchestra,discogs,"Symphony In C / Trojan March / Royal Hunt & Storm / Le Roi S'Amuse, Ballet Music",legacy,His Master's Voice,discogs,SXLP 30260,legacy,,,1978,legacy,Stereo,legacy,"Symphony In C
B1 Trojan March
B2 Royal Hunt And Storm
B3 Le Roi S'Amuse - Ballet Music",discogs,25806259,discogs,,,,,,,,,,,,,,,,His Master's Voice SXLP 30260,split,already-separate-in-source,https://www.discogs.com/release/25806259,yes,Exact,128,no,no
DG-0028,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,28,Joaquín Rodrigo; Mario Castelnuovo-Tedesco,legacy,Reinhard Peters,legacy,Siegfried Behrend (Acoustic Guitar [Gitarre]); Klaus Scheibe (Engineer [Recording]); Hans-Dieter Clausen (Liner Notes); Lothar Winkler (Photography By); Hans Weber (Recording Supervisor); Joaquín Rodrigo; Mario Castelnuovo-Tedesco; Siegfried Behrend; Berliner Philharmoniker; Reinhard Peters,discogs,Concierto De Aranjuez · Concerto In D,legacy,Contour Red Label,discogs,CC 7510,legacy,,,1981,legacy,Stereo,legacy,"Concierto De Aranjuez (1939)
Concerto In D Op. 99 (1939)",discogs,3408983,discogs,,,,,,,,,,,,,,,,Contour Red Label CC 7510,split,already-separate-in-source,https://www.discogs.com/release/3408983,yes,Exact,128,no,no
DG-0029,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,29,Gustav Holst; Ralph Vaughan Williams,legacy,Frederick Fennell,legacy,Eastman Wind Ensemble (Ensemble); Gustav Holst; Ralph Vaughan Williams; Frederick Fennell; Eastman Wind Ensemble,discogs,Hammersmith / Suites Nos. 1 & 2 / English Folk Song Suite / Toccata Marziale,legacy,Philips,discogs,GL 5840,legacy,,,1965,legacy,Mono,legacy,"A1 Hammersmith
A2 Suite No. 1
B1 Suite No. 2
B2 English Folk Song Suite
B3 Toccata Marziale",discogs,3697241,discogs,,,,,,,,,,,,,,,,Philips GL 5840,split,already-separate-in-source,https://www.discogs.com/release/3697241,yes,Exact,128,no,no
DG-0030,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,30,Edward Elgar; Ralph Vaughan Williams,legacy,Sir Malcolm Sargent,legacy,Philharmonia Orchestra (Orchestra); J. McKay Martin (Sleeve Notes); Sir Edward Elgar; Ralph Vaughan Williams; Sir Malcolm Sargent; Philharmonia Orchestra,discogs,The Enigma Variations / Fantasia On A Theme By Thomas Tallis,legacy,His Master's Voice,discogs,SXLP 20007,legacy,,,1961,legacy,Stereo,legacy,"Enigma Variations Op.39
B2 Fantasia On A Theme By Thomas Tallis",discogs,10568214,discogs,,,,,,,,,,,,,,,,His Master's Voice SXLP 20007,split,already-separate-in-source,https://www.discogs.com/release/10568214,yes,Exact,128,no,no
DG-0031,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,31,Felix Mendelssohn; Max Bruch,legacy,Eduard van Beinum; Royalton Kisch,legacy,Horton (3) (Cover); London Philharmonic Orchestra (Orchestra); The New Symphony Orchestra Of London (Orchestra); Alfredo Campoli (Violin); Felix Mendelssohn-Bartholdy; Max Bruch; Alfredo Campoli; London Philharmonic Orchestra; Eduard van Beinum; The New Symphony Orchestra Of London; Royalton Kisch,discogs,Concerto In E Minor For Violin And Orchestra Op. 64 / Concerto No.1 In G Minor For Violin And Orchestra Op. 26,legacy,Decca,discogs,LXT 2904,legacy,,,1954,legacy,Mono,legacy,"Concerto In E Minor For Violin And Orchestra (Opus 64)
Concerto No. 1 In G Minor For Violin And Orchestra (Opus 26)",discogs,13686190,discogs,,,,,,,,,,,,,,,,Decca LXT 2904,split,already-separate-in-source,https://www.discogs.com/release/13686190,yes,Exact,120,no,no
DG-0032,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,32,Johann Sebastian Bach; Wolfgang Amadeus Mozart,legacy,Howard Mitchell,legacy,Peter Gammond (Liner Notes); National Symphony Orchestra (Orchestra); Thomas De Keyser (Painting); Jaime Laredo (Violin); Johann Sebastian Bach; Wolfgang Amadeus Mozart; Jaime Laredo; Boston Symphony Orchestra; Charles Munch; National Symphony Orchestra; Howard Mitchell,discogs,Violin Concerto No.1 In A Minor / Violin Concerto No.3 In G,legacy,RCA,discogs,CCV 5041,legacy,,,1965,legacy,Stereo,legacy,"Violin Concerto No.1 In A Minor
Violin Concerto No.3 In G, K.216",discogs,13560778,discogs,,,,,,,,,,,,,,,,RCA CCV 5041,split,already-separate-in-source,https://www.discogs.com/release/13560778,yes,Exact,120,no,no
DG-0033,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,33,Franz Schubert; Wolfgang Amadeus Mozart,legacy,Rafael Kubelík,legacy,Franz Schubert; Wolfgang Amadeus Mozart; Rafael Kubelik; Wiener Philharmoniker,discogs,"Symphony No. 8 In B Minor (Unfinished) / 'Eine Kleine Nachtmusik' Andante From Cassation In G, K.63",legacy,His Master's Voice,discogs,ALP 1963,legacy,,,,,Mono,legacy,"Schubert - Symphony No. 8 In B Minor (Unfinished)
Mozart - 'Eine Kleine Nachtmusik' Andante From Cassation In G, K.63",discogs,7043100,discogs,,,,,,,,,,,,,,,,His Master's Voice ALP 1963,split,already-separate-in-source,https://www.discogs.com/release/7043100,yes,Exact,120,no,no
DG-0034,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,34,Wolfgang Amadeus Mozart; Joseph Haydn,legacy,Rudolf Barshai,legacy,Bath Festival Orchestra (Orchestra); Yehudi Menuhin (Violin); Yehudi Menuhin; Rudolf Barshai; Bath Festival Orchestra; Wolfgang Amadeus Mozart; Joseph Haydn,discogs,Sinfonia Concertante K. 364 / Violin Concerto In C Major,legacy,His Master's Voice,discogs,ALP 2017,legacy,,,1963,legacy,Mono,legacy,"Sinfonia Concertante In E Flat Major, K.364
Concerto In C Major",discogs,7289452,discogs,,,,,,,,,,,,,,,,His Master's Voice ALP 2017,split,already-separate-in-source,https://www.discogs.com/release/7289452,yes,Exact,128,no,no
DG-0035,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,35,Ernest Chausson; Traditional,legacy,Jean-Pierre Jacquillat,legacy,Joseph Canteloube (Arranged By); Jean-François Millet (2) (Artwork); James Harding (Liner Notes); Orchestre Des Concerts Lamoureux (Orchestra); Victoria De Los Angeles (Soprano Vocals); Victoria De Los Angeles; Joseph Canteloube; Ernest Chausson; Orchestre Des Concerts Lamoureux; Jean-Pierre Jacquillat,discogs,Songs Of The Auvergne / Poème De L'Amour Et La Mer,legacy,Testament,discogs,ASD 2826,legacy,,,1973,legacy,Stereo,legacy,"Poème De L'Amour Et De La Mer, Op. 19
A1 La Fleur Des Eaux
A2 Interlude
A3 La Mort De L'Amour
Chants D'Auvergne
B1 Bailèro (Series 1, No. 2)
Three Bourrées (Series 1, No. 3, A, B, C)
B5 La Delaïssádo (Series 2, No. 4)
B6 Lo Fiolaire (Series 3, No. 1)
B7 Passo Pel Prat (Series 3, No. 2)
B8 Brezairola (Berceuse) (Series 3, No. 4)
B9 Chut, Chut (Series 4, No. 4)",discogs,9048266,discogs,,,,,,,,,,,,,,,,Testament ASD 2826,split,already-separate-in-source,https://www.discogs.com/release/9048266,yes,Exact,128,no,no
DG-0036,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,36,Felix Mendelssohn; Jacques Offenbach,legacy,Anatole Fistoulari; Arthur Bliss; Douglas Gamley; Eric Robinson (5); Gilbert Vinter; James Walker (3); Oskar Danon; René Leibowitz,legacy,The Royal Choral Society (Chorus); K (52) (Lacquer Cut By); Elizabeth Bainbridge (Mezzo-soprano Vocals); New Philharmonia Orchestra (Orchestra); Orchestra Filarmonica Di Roma (Orchestra); Royal Philharmonic Orchestra (Orchestra); The New Symphony Orchestra Of London (Orchestra); The Virtuoso Piano Quartet (Piano); Various,discogs,Klassisk Karneval,legacy,Reader's Digest,discogs,268-GER-S10-SWE,legacy,,,1968,legacy,Stereo,legacy,"A1 Champagne Galop
A2 Ballet Egyptian (Slow Movement)
A3 New Pizzicato Polka
A4 Grand March From Tannhäuser
A5 Song Without Words
A6 Jesu, Joy Of Man's Desiring
B1 The Grenadiers Waltz
B2 Dance Of The Nymphs And Reapers
B3 Cow-Keepers Tune And Peasant Dance
B4 Musical Snuffbox
B5 Bohemian Festival From Picturesque Scenes
C1 Overture, The Journey To Rheims
C2 Nocturne
C3 Arrival Of The Queen Of Sheba From Solomon
C4 Rule, Britannia
C5 Jerusalem
D1 Cockaigne Overture
D2 Fantasia On Greensleeves
D3 Marching Song
D4 March From Things To Come
E1 On With The Mothley
E2 My Name Is Mimi
E3 None Shall Sleep
E4 Swear In This Hour
E5 Where Are The Beautiful Hours
E6 Enemy Of My Country
F1 One Fine Day
F2 Toreador Song
F3 Barcarolle
F4 Prelude To Act III Of Tosca
F5 Softly Awakes My Heart
Ballet Suite From Coppelia
Ballet Suite From Sylvia
Ballet Suite From The Sleeping Beauty
I1 Capriccio Espagnol
I2 March From The Golden Cockerel
J1 The Great Gate Of Kiev From Pictures At An Exhibition
J2 Song Of India From Sadko
J3 Polonaise From Eugene Onegin
J4 Khovanshchina - Introduction
J5 Dance Of The Tumblers From The Snow Maiden
K1 Flight Of The Bumble-Bee
K2 Artist's Life Waltz
K3 Spinning Song
K4 Hungarian Rhapsody No.6
L1 Impromptu In G
L2 Liebeslieder Waltz No.6
L3 Concert Etude In D Flat (Un Sospiro)
L4 Evening In Vienna
L5 Melody In F
L6 Spring Song
M1 Pavane
M2 Toy Trumpet
M3 War March Of The Priests From Athalie
M4 Hoe Down From Rodeo
M5 The Little Train Of The Brazilian Countryman
M6 Sabre Dance
N1 In A Clock Store
N2 Fossils From Carnival Of The Animals
N3 Elephants From Carnival Of The Animals
N4 March Of The Toys From Babes In Toyland
N5 Hunt In The Black Forest
O1 On Wings Of Song
O2 Springtime
O3 Who Is Sylvia?
O4 Romance
O5 Ave Maria
P1 Valse Sentimentale
P2 Lullaby
P3 Eros
P4 Plaisir d'Amour
P5 Dedication
P6 A Swan
Q1 La Belle Helene Overture
Q2 Marche Joyeuse
Q3 Solveig's Song From Peer Gynt
Q4 Coronation March From The Prophet
R1 Overture To Mignon
R2 Meditation From Thais
R3 Dance From William Tell (Passo A Sei)
Paris By Night
T1 Midsummer Night's Dream Overture
T2 Scherzo From Octet For Strings
T3 Oberon Overture",discogs,23447765,discogs,,,,,,,,,,,,,,,,Reader's Digest 268-GER-S10-SWE,split,already-separate-in-source,https://www.discogs.com/release/23447765,yes,Label+Cat,114,no,no
DG-0037,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,37,Robert Schumann; Frédéric Chopin,legacy,Robert Irving (2),legacy,Pigeon Crowle (Liner Notes); Philharmonia Orchestra (Orchestra); Robert Schumann; Frédéric Chopin; Robert Irving (2); Philharmonia Orchestra,discogs,Les Sylphides / Carnaval,legacy,His Master's Voice,discogs,CLP 1296,legacy,,,,,Mono,legacy,"""Carnaval"", Op. 9 - Ballet Music
Les Sylphides - Ballet Music",discogs,7209415,discogs,,,,,,,,,,,,,,,,His Master's Voice CLP 1296,split,already-separate-in-source,https://www.discogs.com/release/7209415,yes,Exact,128,no,no
DG-0038,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,38,Giuseppe Verdi,legacy,Francesco Molinari-Pradelli,legacy,Ettore Bastianini (Baritone Vocals [Don Carlo]); Fernando Corena (Bass Vocals [Fra Melitone]); Cesare Siepi (Bass Vocals [Padre Guardiano]); Coro dell'Accademia Nazionale di Santa Cecilia (Choir); Giulietta Simionato (Mezzo-soprano Vocals [Preziosilla]); Orchestra dell'Accademia Nazionale di Santa Cecilia (Orchestra); Quita Chavez (Sleeve Notes); Renata Tebaldi (Soprano Vocals [Leonora]); Mario Del Monaco (Tenor Vocals [Don Alvaro]); Eraldo Coda (Tenor Vocals [Surgeon]); Giuseppe Verdi; Renata Tebaldi; Mario del Monaco; Ettore Bastianini; Cesare Siepi; Fernando Corena; Giulietta Simionato,discogs,La Forza Del Destino (Highlights),legacy,Decca,discogs,LXT 5481,legacy,,,1971,legacy,Mono,legacy,"Act 2:
A1 Son Giunta! Grazie, O Dio! ... Madre, Pietosa Vergine
A2 Il Santo Nome Di Dio ... La Vergine Degli Angeli
Act 3:
A3 La Vita È Inferno ... Oh, Tu Che In Seno Agli Angeli
A4 Solenne In Quest'ora
B1 Urna Fatale
B2 Rataplan
Act 4:
B3 Fratello ... Le Minaccie, I Fieri Accenti
B4 Pace, Pace, Mio Dio
B5 Non Imprecare, Umiliati",discogs,13724200,discogs,,,,,,,,,,,,,,,,Decca LXT 5481,split,already-separate-in-source,https://www.discogs.com/release/13724200,yes,Exact,130,no,no
DG-0039,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,39,Jean Sibelius; Pyotr Ilyich Tchaikovsky,legacy,André Previn,legacy,"London Symphony Orchestra (Orchestra); Kyung-Wha Chung (Violin, Soloist); Pyotr Ilyich Tchaikovsky; Jean Sibelius; Kyung-Wha Chung; London Symphony Orchestra; André Previn",discogs,Violin Concertos,legacy,Decca,discogs,SXL.6493,legacy,,,1970,legacy,Stereo,legacy,"Violin Concerto In D Minor, Op. 47
Violin Concerto In D Major, Op. 35",discogs,5846263,discogs,,,,,,,,,,,,,,,,Decca SXL.6493,split,already-separate-in-source,https://www.discogs.com/release/5846263,yes,Exact,128,no,no
DG-0040,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,40,Carl Maria von Weber; Ludwig Minkus; Pyotr Ilyich Tchaikovsky,legacy,Anatole Fistoulari,legacy,London Symphony Orchestra (Orchestra); Orchestre De La Société Des Concerts Du Conservatoire (Orchestra); The New Symphony Orchestra Of London (Orchestra); Hector Berlioz (Orchestrated By); Roger Wood (2) (Photography By [Cover Photo Of Margot Fonteyn]); Anatole Fistoulari,discogs,Nights At The Ballet,legacy,Ace Of Clubs,discogs,ACL 45,legacy,,,1959,legacy,Mono,legacy,"Swan Lake Op. 20
Don Quixote
The Sleeping Beauty
Le Spectre De La Rose",discogs,30977176,discogs,,,,,,,,,,,,,,,,Ace Of Clubs ACL 45,split,already-separate-in-source,https://www.discogs.com/release/30977176,yes,Exact,128,no,no
DG-0041,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,41,Pyotr Ilyich Tchaikovsky,legacy,Vladimir Golschmann,legacy,Saint Louis Symphony Orchestra (Orchestra); David Warner (2) (Photography By); Pyotr Ilyich Tchaikovsky; Saint Louis Symphony Orchestra; Vladimir Golschmann,discogs,Romeo And Juliet (Fantasy Overture) / Francesca Da Rimini (Fantasy After Dante),legacy,Music For Pleasure,discogs,MFP 2024,legacy,,,1965,legacy,Mono,legacy,"A Romeo And Juliet (Fantasy Overture)
B Francesca Da Rimini Op. 32 (Fantasy After Dante)",discogs,2163246,discogs,,,,,,,,,,,,,,,,Music For Pleasure MFP 2024,split,already-separate-in-source,https://www.discogs.com/release/2163246,yes,Exact,128,no,no
DG-0042,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,42,Joaquín Rodrigo; Salvador Bacarisse,legacy,Rafael Ferrer,legacy,"Manuel Cubedo (Classical Guitar); Jack Laycox (Illustration); Orquestra Simfónica De Barcelona (Orchestra); Bartholomew Wilkins and Partners (Sleeve, Design); Joaquín Rodrigo; Salvador Bacarisse; Manuel Cubedo; Orquestra Simfónica De Barcelona; Rafael Ferrer",discogs,Guitar Concerto (Concierto De Aranjuez) / Guitar Concertino In A Minor,legacy,Contour,discogs,2870 365,legacy,,,1974,legacy,Stereo,legacy,"Concierto De Aranjuez
Concertino In A Minor For Guitar And Orchestra, Op. 72",discogs,1660873,discogs,,,,,,,,,,,,,,,,Contour 2870 365,split,already-separate-in-source,https://www.discogs.com/release/1660873,yes,Exact,128,no,no
DG-0043,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,43,Claude Debussy; Maurice Ravel,legacy,Herbert von Karajan,legacy,Günter Hermanns (Engineer [Recording Engineer]); Karlheinz Zöller (Flute); Berliner Philharmoniker (Orchestra); Otto Gerdes (Producer); Claude Debussy; Maurice Ravel; Herbert von Karajan; Berliner Philharmoniker,discogs,"La Mer Prelude A L`Apres-Midi D`Un Faune / Daphnis Et Chloe, Suite N° 2",legacy,Deutsche Grammophon,discogs,138 923,legacy,,,1965,legacy,Stereo,legacy,"A1 La Mer: Trois Esquisses Symhoniques
B1 Daphnis et Chloe, suite n° 2
B2 Prelude a I`apres - midi d`un faune",discogs,14827112,discogs,,,,,,,,,,,,,,,,Deutsche Grammophon 138 923,split,already-separate-in-source,https://www.discogs.com/release/14827112,yes,Exact,128,no,no
DG-0044,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,44,Chopin & Mendelssohm,legacy,Swarowsky,legacy,Jerry Knight,discogs,Perfect Fit,legacy,A&M Records,discogs,AM-2304,legacy,,,1981,legacy,Mono,legacy,"A Perfect Fit – 3:38
B Let Me Be The Reason – 3:46",discogs,12113251,discogs,,,,,,,,,,,,,,,,A&M Records AM-2304,split,already-separate-in-source,https://www.discogs.com/release/12113251,yes,Exact,120,no,no
DG-0045,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,45,Edvard Grieg; Robert Schumann,legacy,Herbert Menges / Constantin Silvestri,legacy,Dame Moura Lympany; Edvard Grieg; Robert Schumann,discogs,Grieg / Schumann: Piano Concertos,legacy,Music For Pleasure,discogs,MFP 2064,legacy,,,1967,legacy,Mono,legacy,"Concerto In A Minor, Op. 16
Concerto In A Minor, Op. 54",discogs,29018815,discogs,,,,,,,,,,,,,,,,Music For Pleasure MFP 2064,split,already-separate-in-source,https://www.discogs.com/release/29018815,yes,Exact,120,no,no
DG-0046,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,46,Carlo Gesualdo (Prince of Venosa); Henry Purcell,legacy,Alfred Deller,legacy,Wolfram Weis (Producer); Claus Und Charlie,discogs,In Meiner Stammkneipe / Ju Ku Hu,legacy,AZ Records (2),discogs,HM 4982,legacy,,,1972,legacy,Stereo,legacy,"A In Meiner Stammkneipe – 2:33
B Ju Ku Hu",discogs,6681519,discogs,,,,,,,,,,,,,,,,AZ Records (2) HM 4982,split,already-separate-in-source,https://www.discogs.com/release/6681519,yes,Label+Cat,126,no,no
DG-0047,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,47,Various,legacy,Elmer Bernstein,legacy,Denis Blackham (Lacquer Cut By); Royal Philharmonic Orchestra,discogs,20 Great Movie Themes,legacy,Pickwick Records,discogs,PLE 7009,legacy,,,,,Stereo,legacy,"A1 Overture From 'Hawaii'
A2 Walk On The Wild Side
A3 The Man With The Golden Arm
A4 Tara's Theme (From 'Gone With The Wind')
A5 Spellbound
A6 Born Free
A7 Charade
A8 Lara's Theme (From 'Dr. Zhivago')
A9 To Kill A Mockingbird
A10 Baby Elephant Walk (From 'Hatari')
B1 Exodus
B2 The Pink Panther
B3 Alfie
B4 Raindrops Keep Falling On My Head/Gigi
B5 The Shadow Of Your Smile
B6 Borsalino
B7 Theme From 'Love Story'
B8 The Magnificent Seven
B9 Lawrence Of Arabia",discogs,5516872,discogs,,,,,,,,,,,,,,,,Pickwick Records PLE 7009,split,already-separate-in-source,https://www.discogs.com/release/5516872,yes,Exact,130,no,no
DG-0048,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,48,Jacques Loussier,legacy,Various,legacy,Jacques Loussier Trio,discogs,In Concert At The Royal Festival Hall,legacy,Philips,discogs,6370 550,legacy,,,1974,legacy,Stereo,legacy,"A1 Toccata In D Minor – 10:30
A2 Fugue No.5 In D Major – 6:27
B1 Esquisse – 4:32
B2 Jesu, Joy Of Man´s Desiring – 5:00
B3 Fantasie In C Minor – 3:29
B4 Prelude No. 1 In C Major – 3:33",discogs,13749448,discogs,,,,,,,,,,,,,,,,Philips 6370 550,split,already-separate-in-source,https://www.discogs.com/release/13749448,yes,Exact,138,no,no
